anno,trimestre,id_empresa,empresa,ingresos,entry_id
2015,1,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,16975686,294
2015,1,836000099,EMPRESA DE TELEFONOS DE CARTAGO S.A.  E.S.P.   TELECARTAGO,548315549,295
2015,1,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,120641441,296
2015,1,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,14993150494,297
2015,1,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,18193137425,298
2015,1,890905065,EDATEL S.A.,8655903384,299
2015,1,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,546666329,300
2015,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,139466821639,301
2015,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,144942238337,302
2015,1,900245890,GRUPO TELINTEL S. A. EMPRESA DE SERVICIOS PÚBLICOS - GRUPO TELINTEL S. A.  E. S. P.,91493102,303
2015,1,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,330878583,304
2015,2,800135729,ERT SA ESP,789266402,305
2015,2,800208518,EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P. - TELEJAMUNDI S.A. E.S.P.,49642876,306
2015,2,800224288,UNITEL S.A ESP,828609708,307
2015,2,800229393,METROTEL S.A,11242635499,308
2015,2,805030753,IPSOFACTUM S.A.S.,1328713,309
2015,2,808000875,EMPRESA DE TELECOMUNICACIONES DE GIRARDOT S.A.  E.S.P.,425178735,310
2015,2,815000070,TELEPALMIRA S.A. ESP,1318713835,311
2015,2,815000973,BUGATEL S.A. ESP,470839379,312
2015,2,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A.,10101139844,313
2015,2,817001193,CAUCATEL S.A E. S. P,251844183,314
2015,2,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,"75533998,8",315
2015,2,830053800,TELMEX COLOMBIA S.A.,115838646750,316
2015,2,830062000,GILAT COLOMBIA S. A. - E. S. P.,287615889,317
2015,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,47649736605,318
2015,2,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,13962595,319
2015,2,836000099,EMPRESA DE TELEFONOS DE CARTAGO S.A.  E.S.P.   TELECARTAGO,518910741,320
2015,2,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,114478069,321
2015,2,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,14642536510,322
2015,2,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,17578452892,323
2015,2,890905065,EDATEL S.A.,9772536858,324
2015,2,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,"532092343,6",325
2015,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,133127313938,326
2015,2,900022836,@NY PHONE SA ESP,9893035,327
2015,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,138181858535,328
2015,2,900245890,GRUPO TELINTEL S. A. EMPRESA DE SERVICIOS PÚBLICOS - GRUPO TELINTEL S. A.  E. S. P.,84428840,329
2015,2,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,329876939,330
2015,3,800135729,ERT SA ESP,784920173,331
2015,3,800208518,EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P. - TELEJAMUNDI S.A. E.S.P.,50299447,332
2015,3,800224288,UNITEL S.A ESP,792567856,333
2015,3,800229393,METROTEL S.A,11047618541,334
2015,3,805030753,IPSOFACTUM S.A.S.,1427342,335
2015,3,808000875,EMPRESA DE TELECOMUNICACIONES DE GIRARDOT S.A.  E.S.P.,465045795,336
2015,3,815000070,TELEPALMIRA S.A. ESP,995067550,337
2015,3,815000973,BUGATEL S.A. ESP,451180550,338
2015,3,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A.,9546563737,339
2015,3,817001193,CAUCATEL S.A E. S. P,242160492,340
2015,3,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,"78974602,17",341
2015,3,830053800,TELMEX COLOMBIA S.A.,119414887608,342
2015,3,830062000,GILAT COLOMBIA S. A. - E. S. P.,484451171,343
2015,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,109320923510,344
2015,3,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,16069614,345
2015,3,836000099,EMPRESA DE TELEFONOS DE CARTAGO S.A.  E.S.P.   TELECARTAGO,435231757,346
2015,3,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,105141524,347
2015,3,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,14131294137,348
2015,3,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,17477495437,349
2015,3,890905065,EDATEL S.A.,9199043928,350
2015,3,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,"520618838,8",351
2015,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,127124950674,352
2015,3,900022836,@NY PHONE SA ESP,10405379,353
2015,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,136568520658,354
2015,3,900245890,GRUPO TELINTEL S. A. EMPRESA DE SERVICIOS PÚBLICOS - GRUPO TELINTEL S. A.  E. S. P.,79783461,355
2015,3,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,319374604,356
2015,4,800135729,ERT SA ESP,768226547,357
2015,4,800208518,EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P. - TELEJAMUNDI S.A. E.S.P.,39833228,358
2015,4,800224288,UNITEL S.A ESP,1035827618,359
2015,4,800229393,METROTEL S.A,11255310334,360
2015,4,805030753,IPSOFACTUM S.A.S.,1210272,361
2015,4,808000875,EMPRESA DE TELECOMUNICACIONES DE GIRARDOT S.A.  E.S.P.,426392185,362
2015,4,815000070,TELEPALMIRA S.A. ESP,1284595332,363
2015,4,815000973,BUGATEL S.A. ESP,424142523,364
2015,4,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A.,9067376902,365
2015,4,817001193,CAUCATEL S.A E. S. P,229264614,366
2015,4,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,"77789777,52",367
2015,4,830053800,TELMEX COLOMBIA S.A.,120849209579,368
2015,4,830062000,GILAT COLOMBIA S. A. - E. S. P.,342847427,369
2015,4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,108739511933,370
2015,4,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,17672078,371
2015,4,836000099,EMPRESA DE TELEFONOS DE CARTAGO S.A.  E.S.P.   TELECARTAGO,470612754,372
2015,4,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,132771658,373
2015,4,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,15229403521,374
2015,4,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,"16242878759,56",375
2015,4,890905065,EDATEL S.A.,8931417757,376
2015,4,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,"389818217,3",377
2015,4,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,122561770511,378
2015,4,900022836,@NY PHONE SA ESP,7170758,379
2015,4,900092385,UNE EPM TELECOMUNICACIONES S.A.,132896903170,380
2015,4,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,328194145,381
2016,1,800135729,ERT SA ESP,723249481,382
2016,1,800208518,EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P. - TELEJAMUNDI S.A. E.S.P.,26448701,383
2016,1,800224288,UNITEL S.A ESP,736048222,384
2016,1,800229393,METROTEL S.A,11478878926,385
2016,1,805030753,IPSOFACTUM S.A.S.,915465,386
2016,1,808000875,EMPRESA DE TELECOMUNICACIONES DE GIRARDOT S.A.  E.S.P.,420115913,387
2016,1,815000070,TELEPALMIRA S.A. ESP,1408048016,388
2016,1,815000973,BUGATEL S.A. ESP,436290938,389
2016,1,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A.,9172665549,390
2016,1,817001193,CAUCATEL S.A E. S. P,232741440,391
2016,1,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,"69264881,54",392
2016,1,830016046,AVANTEL S.A.S,6e+05,393
2016,1,830053800,TELMEX COLOMBIA S.A.,123693526515,394
2016,1,830062000,GILAT COLOMBIA S. A. - E. S. P.,264393832,395
2016,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,102278408202,396
2016,1,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,28584179,397
2016,1,836000099,EMPRESA DE TELEFONOS DE CARTAGO S.A.  E.S.P.   TELECARTAGO,474222582,398
2016,1,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,81069073,399
2016,1,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,14353878443,400
2016,1,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,"16401136492,49",401
2016,1,890905065,EDATEL S.A.,9140130835,402
2016,1,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,"518171431,1",403
2016,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,122618990436,404
2016,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,130279219725,405
2016,1,900245890,GRUPO TELINTEL S. A. EMPRESA DE SERVICIOS PÚBLICOS - GRUPO TELINTEL S. A.  E. S. P.,68911324,406
2016,1,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,322147214,407
2016,2,800135729,ERT SA ESP,731766642,408
2016,2,800208518,EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P. - TELEJAMUNDI S.A. E.S.P.,"28958667,57",409
2016,2,800224288,UNITEL S.A ESP,707511716,410
2016,2,800229393,METROTEL S.A,10949679624,411
2016,2,805030753,IPSOFACTUM S.A.S.,923714,412
2016,2,808000875,EMPRESA DE TELECOMUNICACIONES DE GIRARDOT S.A.  E.S.P.,"413830025,9",413
2016,2,815000070,TELEPALMIRA S.A. ESP,1209682635,414
2016,2,815000973,BUGATEL S.A. ESP,"413084219,4",415
2016,2,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A.,8966402498,416
2016,2,817001193,CAUCATEL S.A E. S. P,"228308929,56",417
2016,2,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,"71732047,38",418
2016,2,830016046,AVANTEL S.A.S,9871125,419
2016,2,830053800,TELMEX COLOMBIA S.A.,126210046268,420
2016,2,830062000,GILAT COLOMBIA S. A. - E. S. P.,295495516,421
2016,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,99830513182,422
2016,2,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,83650832,423
2016,2,836000099,EMPRESA DE TELEFONOS DE CARTAGO S.A.  E.S.P.   TELECARTAGO,"456135925,5",424
2016,2,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,71567572,425
2016,2,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,14802269750,426
2016,2,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,"15706953182,23",427
2016,2,890905065,EDATEL S.A.,8733494504,428
2016,2,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,"484618808,8",429
2016,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,120103721203,430
2016,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,124680253207,431
2016,2,900245890,GRUPO TELINTEL S. A. EMPRESA DE SERVICIOS PÚBLICOS - GRUPO TELINTEL S. A.  E. S. P.,56510814,432
2016,2,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,542589903,433
2016,3,800135729,ERT SA ESP,732137843,434
2016,3,800208518,EMPRESA DE TELEFONOS DE JAMUNDI S.A. E.S.P. - TELEJAMUNDI S.A. E.S.P.,"26763406,39",435
2016,3,800224288,UNITEL S.A ESP,"698778701,2",436
2016,3,800229393,METROTEL S.A,10674678670,437
2016,3,805030753,IPSOFACTUM S.A.S.,816215,438
2016,3,808000875,EMPRESA DE TELECOMUNICACIONES DE GIRARDOT S.A.  E.S.P.,"399251149,7",439
2016,3,815000070,TELEPALMIRA S.A. ESP,1053401058,440
2016,3,815000973,BUGATEL S.A. ESP,"368187954,72",441
2016,3,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A.,8822198906,442
2016,3,817001193,CAUCATEL S.A E. S. P,"223315987,19",443
2016,3,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,"74655890,45",444
2016,3,830016046,AVANTEL S.A.S,25855000,445
2016,3,830053800,TELMEX COLOMBIA S.A.,129991173777,446
2016,3,830062000,GILAT COLOMBIA S. A. - E. S. P.,448481292,447
2016,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,100980015266,448
2016,3,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,105636114,449
2016,3,836000099,EMPRESA DE TELEFONOS DE CARTAGO S.A.  E.S.P.   TELECARTAGO,"483814914,2",450
2016,3,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,68149268,451
2016,3,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,13146059391,452
2016,3,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,"15337405905,13",453
2016,3,890905065,EDATEL S.A.,7901039566,454
2016,3,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,507141529,455
2016,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,120733757041,456
2016,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,119101369837,457
2016,3,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,505016222,458
2016,3,900688637,KIERO IP TELECOMUNICACIONES SAS,9094699,459
2016,4,800135729,ERT SA ESP,635573330,460
2016,4,800229393,METROTEL S.A,10508723941,461
2016,4,805030753,IPSOFACTUM S.A.S.,2075424,462
2016,4,816002018,EMPRESA DE TELECOMUNICACIONES DE PEREIRA S.A.,9145298513,463
2016,4,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,"73165353,13",464
2016,4,830053800,TELMEX COLOMBIA S.A.,132974511765,465
2016,4,830062000,GILAT COLOMBIA S. A. - E. S. P.,563297208,466
2016,4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,96499410734,467
2016,4,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,164520104,468
2016,4,836000099,EMPRESA DE TELEFONOS DE CARTAGO S.A.  E.S.P.   TELECARTAGO,"447957308,8",469
2016,4,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,70991666,470
2016,4,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,14258552394,471
2016,4,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,"16765787698,15",472
2016,4,890905065,EDATEL S.A.,7845351865,473
2016,4,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,"491501781,4",474
2016,4,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,117252333516,475
2016,4,900092385,UNE EPM TELECOMUNICACIONES S.A.,123440051031,476
2016,4,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,257198953,477
2016,4,900688637,KIERO IP TELECOMUNICACIONES SAS,12049987,478
2017,1,800135729,ERT SA ESP,615472277,479
2017,1,800229393,METROTEL S.A,8843971540,480
2017,1,805030753,IPSOFACTUM S.A.S.,897672,481
2017,1,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,"70720138,45",482
2017,1,830016046,AVANTEL S.A.S,215000,483
2017,1,830053800,TELMEX COLOMBIA S.A.,137351879388,484
2017,1,830062000,GILAT COLOMBIA S. A. - E. S. P.,66393766,485
2017,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,95731660084,486
2017,1,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,96823845,487
2017,1,836000099,EMPRESA DE TELEFONOS DE CARTAGO S.A.  E.S.P.   TELECARTAGO,"430149647,2",488
2017,1,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,53472491,489
2017,1,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,12941713458,490
2017,1,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,14647973415,491
2017,1,890905065,EDATEL S.A.,7632136243,492
2017,1,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,"466324389,4",493
2017,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,118271733896,494
2017,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,131136413934,495
2017,1,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,224568401,496
2017,1,900688637,KIERO IP TELECOMUNICACIONES SAS,9184514,497
2017,2,800135729,ERT SA ESP,783467748,498
2017,2,800229393,METROTEL S.A,9572347787,499
2017,2,805030753,IPSOFACTUM S.A.S.,577886,500
2017,2,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,158626494,501
2017,2,830016046,AVANTEL S.A.S,0,502
2017,2,830053800,TELMEX COLOMBIA S.A.,140346109683,503
2017,2,830062000,GILAT COLOMBIA S. A. - E. S. P.,316868377,504
2017,2,830106715,SISTEMAS SATELITALES DE COLOMBIA S.A  ESP,0,505
2017,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,88156540693,506
2017,2,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,"92843703,4",507
2017,2,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,52708475,508
2017,2,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,"13400511363,42",509
2017,2,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,"15609478827,15",510
2017,2,890905065,EDATEL S.A.,7578543325,511
2017,2,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,1016176444,512
2017,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,"114237013669,71",513
2017,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,126907067484,514
2017,2,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,246660088,515
2017,2,900688637,KIERO IP TELECOMUNICACIONES SAS,9574698,516
2017,3,800135729,ERT SA ESP,772737950,517
2017,3,800229393,METROTEL S.A,9903842681,518
2017,3,805030753,IPSOFACTUM S.A.S.,535865,519
2017,3,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,88478576,520
2017,3,830016046,AVANTEL S.A.S,3400000,521
2017,3,830053800,TELMEX COLOMBIA S.A.,142708310452,522
2017,3,830062000,GILAT COLOMBIA S. A. - E. S. P.,338391359,523
2017,3,830106715,SISTEMAS SATELITALES DE COLOMBIA S.A  ESP,0,524
2017,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,85682370940,525
2017,3,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,"85098079,81",526
2017,3,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,45528380,527
2017,3,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,"11372036466,62",528
2017,3,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,"13636705041,99",529
2017,3,890905065,EDATEL S.A.,7417786505,530
2017,3,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,979822989,531
2017,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,"112292604542,94",532
2017,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,125070412434,533
2017,3,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,376609045,534
2017,4,800135729,ERT SA ESP,825404978,535
2017,4,800229393,METROTEL S.A,9592514745,536
2017,4,805030753,IPSOFACTUM S.A.S.,528749,537
2017,4,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,91697997,538
2017,4,830016046,AVANTEL S.A.S,10392820,539
2017,4,830053800,TELMEX COLOMBIA S.A.,145884705478,540
2017,4,830062000,GILAT COLOMBIA S. A. - E. S. P.,536711450,541
2017,4,830106715,SISTEMAS SATELITALES DE COLOMBIA S.A  ESP,0,542
2017,4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,82388157626,543
2017,4,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,"79315623,26",544
2017,4,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,45011579,545
2017,4,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,"11394402697,09",546
2017,4,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,"13764573114,25",547
2017,4,890905065,EDATEL S.A.,7262858739,548
2017,4,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,914088704,549
2017,4,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,"111482504427,26",550
2017,4,900092385,UNE EPM TELECOMUNICACIONES S.A.,127226049532,551
2017,4,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,279428996,552
2018,1,800135729,ERT SA ESP,836135872,553
2018,1,800229393,METROTEL S.A,7999757992,554
2018,1,805030753,IPSOFACTUM S.A.S.,399827,555
2018,1,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,106537753,556
2018,1,830016046,AVANTEL S.A.S,6998154,557
2018,1,830053800,TELMEX COLOMBIA S.A.,148594803671,558
2018,1,830062000,GILAT COLOMBIA S. A. - E. S. P.,398685456,559
2018,1,830106715,SISTEMAS SATELITALES DE COLOMBIA S.A  ESP,0,560
2018,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,79576777887,561
2018,1,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,"87165430,29",562
2018,1,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,34613659,563
2018,1,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,"11059649307,42",564
2018,1,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,"13947783879,54",565
2018,1,890905065,EDATEL S.A.,7340143381,566
2018,1,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,876310574,567
2018,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,"105291654578,41",568
2018,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,138074464406,569
2018,1,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,268295955,570
2018,1,900650791,ARIA TEL SAS E S P,23123000,571
2018,2,800135729,ERT SA ESP,885438869,572
2018,2,800229393,METROTEL S.A,"8076510635,8",573
2018,2,805030753,IPSOFACTUM S.A.S.,293146,574
2018,2,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,100342854,575
2018,2,830016046,AVANTEL S.A.S,6993696,576
2018,2,830053800,TELMEX COLOMBIA S.A.,153043246733,577
2018,2,830062000,GILAT COLOMBIA S. A. - E. S. P.,396817352,578
2018,2,830106715,SISTEMAS SATELITALES DE COLOMBIA S.A  ESP,10020823,579
2018,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,79202468315,580
2018,2,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,86918332,581
2018,2,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,35304210,582
2018,2,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,"10711171897,87",583
2018,2,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,"13007048476,49",584
2018,2,890905065,EDATEL S.A.,6987054924,585
2018,2,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,889625643,586
2018,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,"108522528439,81",587
2018,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,143854267433,588
2018,2,900292948,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,258659163,589
2018,2,900650791,ARIA TEL SAS E S P,73121853,590
2018,3,800135729,ERT SA ESP,859863997,591
2018,3,800229393,METROTEL S.A,7683309826,592
2018,3,805030753,IPSOFACTUM S.A.S.,219568,593
2018,3,819002701,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,86090779,594
2018,3,830016046,AVANTEL S.A.S,6882195,595
2018,3,830053800,TELMEX COLOMBIA S.A.,158388180827,596
2018,3,830062000,GILAT COLOMBIA S. A. - E. S. P.,431572063,597
2018,3,830106715,SISTEMAS SATELITALES DE COLOMBIA S.A  ESP,45630624,598
2018,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,80816245295,599
2018,3,830130125,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,"93108442,18",600
2018,3,844002048,EMPRESA DE TELECOMUNICACIONES DE LA ORINOQUIA S.A. E.S.P.,29193377,601
2018,3,890201210,EMPRESA DE TELECOMUNICACIONES DE BUCARAMANGA S.A. E.S.P.,"11091339072,68",602
2018,3,890399003,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,"12630103329,99",603
2018,3,890905065,EDATEL S.A.,8464390159,604
2018,3,891502163,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,845882426,605
2018,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,105973534918,606
2018,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,145748068327,607
